"well","time","value"
"E1",1.5,0.0602
"E1",2,0.0682
"E1",2.5,0.0808
"E1",3,0.0918
"E1",3.5,0.1052
"E1",4,0.1315
"E1",4.5,0.1507
"E1",5,0.1908
"E1",5.5,0.2306
"E1",6,0.2732
"E1",6.5,0.3381
"E1",7,0.4059
"E1",7.5,0.4745
"E1",8,0.5524
"E1",8.5,0.6242
"E1",9,0.6987
"E1",9.5,0.7679
"E1",10,0.827
"E1",10.5,0.8761
"E1",11,0.9157
"E1",11.5,0.9526
"E1",12,0.9809
"E1",12.5,0.9966
"E1",13,1.0141
"E1",13.5,1.0247
"E1",14,1.035
"E1",14.5,1.0425
"E1",15,1.047
"E1",15.5,1.0502
"E1",16,1.0528
"E1",16.5,1.0563
"E1",17,1.0572
"E1",17.5,1.0576
"E1",18,1.0608
"E1",18.5,1.0615
"E1",19,1.0614
"E1",19.5,1.0585
"E1",20,1.0626
"E1",20.5,1.0629
"E1",21,1.0612
"E1",21.5,1.0634
"E1",22,1.0653
"E1",22.5,1.063
"E1",23,1.0642
"E1",23.5,1.0655
"E1",24,1.0665
"E2",0,0.0603
"E2",0.5,0.0644
"E2",1,0.0668
"E2",1.5,0.0776
"E2",2,0.0838
"E2",2.5,0.0939
"E2",3,0.1051
"E2",3.5,0.1278
"E2",4,0.1491
"E2",4.5,0.1766
"E2",5,0.2171
"E2",5.5,0.2648
"E2",6,0.3175
"E2",6.5,0.3903
"E2",7,0.4672
"E2",7.5,0.553
"E2",8,0.6381
"E2",8.5,0.7234
"E2",9,0.8102
"E2",9.5,0.8848
"E2",10,0.9523
"E2",10.5,1.0136
"E2",11,1.0575
"E2",11.5,1.0997
"E2",12,1.1306
"E2",12.5,1.1589
"E2",13,1.1721
"E2",13.5,1.1887
"E2",14,1.2
"E2",14.5,1.2063
"E2",15,1.2098
"E2",15.5,1.2141
"E2",16,1.2192
"E2",16.5,1.2221
"E2",17,1.2231
"E2",17.5,1.2193
"E2",18,1.2276
"E2",18.5,1.224
"E2",19,1.2263
"E2",19.5,1.223
"E2",20,1.2317
"E2",20.5,1.2309
"E2",21,1.2284
"E2",21.5,1.2264
"E2",22,1.2242
"E2",22.5,1.2279
"E2",23,1.2305
"E2",23.5,1.2273
"E2",24,1.2302
"E3",0,0.057
"E3",0.5,0.0638
"E3",1,0.069
"E3",1.5,0.0734
"E3",2,0.087
"E3",2.5,0.0886
"E3",3,0.1066
"E3",3.5,0.134
"E3",4,0.1573
"E3",4.5,0.1827
"E3",5,0.2309
"E3",5.5,0.2806
"E3",6,0.3372
"E3",6.5,0.4146
"E3",7,0.4984
"E3",7.5,0.5823
"E3",8,0.6805
"E3",8.5,0.7688
"E3",9,0.8637
"E3",9.5,0.9413
"E3",10,1.0155
"E3",10.5,1.0752
"E3",11,1.1315
"E3",11.5,1.1702
"E3",12,1.2047
"E3",12.5,1.2305
"E3",13,1.2481
"E3",13.5,1.2628
"E3",14,1.2756
"E3",14.5,1.2846
"E3",15,1.2892
"E3",15.5,1.2952
"E3",16,1.2999
"E3",16.5,1.3022
"E3",17,1.3061
"E3",17.5,1.2979
"E3",18,1.3057
"E3",18.5,1.306
"E3",19,1.3038
"E3",19.5,1.3043
"E3",20,1.3084
"E3",20.5,1.306
"E3",21,1.3065
"E3",21.5,1.309
"E3",22,1.311
"E3",22.5,1.3138
"E3",23,1.31
"E3",23.5,1.3137
"E3",24,1.3115
"E4",0,0.0624
"E4",0.5,0.061
"E4",1,0.0686
"E4",1.5,0.0714
"E4",2,0.0839
"E4",2.5,0.0921
"E4",3,0.1041
"E4",3.5,0.1284
"E4",4,0.1499
"E4",4.5,0.1854
"E4",5,0.2182
"E4",5.5,0.2684
"E4",6,0.3299
"E4",6.5,0.4035
"E4",7,0.4804
"E4",7.5,0.5686
"E4",8,0.6554
"E4",8.5,0.7427
"E4",9,0.836
"E4",9.5,0.9134
"E4",10,0.9899
"E4",10.5,1.0432
"E4",11,1.0963
"E4",11.5,1.1311
"E4",12,1.1638
"E4",12.5,1.1932
"E4",13,1.2062
"E4",13.5,1.2232
"E4",14,1.2352
"E4",14.5,1.2438
"E4",15,1.2436
"E4",15.5,1.2505
"E4",16,1.2547
"E4",16.5,1.263
"E4",17,1.262
"E4",17.5,1.2598
"E4",18,1.263
"E4",18.5,1.2642
"E4",19,1.2621
"E4",19.5,1.2654
"E4",20,1.2681
"E4",20.5,1.2691
"E4",21,1.2671
"E4",21.5,1.2637
"E4",22,1.267
"E4",22.5,1.2686
"E4",23,1.2675
"E4",23.5,1.265
"E4",24,1.2694
"E5",0,0.0614
"E5",0.5,0.0647
"E5",1,0.0683
"E5",1.5,0.0737
"E5",2,0.0792
"E5",2.5,0.099
"E5",3,0.104
"E5",3.5,0.13
"E5",4,0.1518
"E5",4.5,0.1859
"E5",5,0.2209
"E5",5.5,0.2657
"E5",6,0.3244
"E5",6.5,0.3898
"E5",7,0.4746
"E5",7.5,0.5564
"E5",8,0.6446
"E5",8.5,0.7336
"E5",9,0.8161
"E5",9.5,0.8944
"E5",10,0.9665
"E5",10.5,1.0265
"E5",11,1.071
"E5",11.5,1.1105
"E5",12,1.1413
"E5",12.5,1.1652
"E5",13,1.1824
"E5",13.5,1.199
"E5",14,1.21
"E5",14.5,1.2166
"E5",15,1.2236
"E5",15.5,1.2248
"E5",16,1.2304
"E5",16.5,1.2342
"E5",17,1.2339
"E5",17.5,1.2352
"E5",18,1.2352
"E5",18.5,1.2391
"E5",19,1.2387
"E5",19.5,1.2464
"E5",20,1.2383
"E5",20.5,1.2392
"E5",21,1.236
"E5",21.5,1.2419
"E5",22,1.2384
"E5",22.5,1.2398
"E5",23,1.2422
"E5",23.5,1.244
"E5",24,1.2387
"E6",0,0.0567
"E6",0.5,0.0622
"E6",1,0.0699
"E6",1.5,0.0689
"E6",2,0.0791
"E6",2.5,0.0922
"E6",3,0.107
"E6",3.5,0.1203
"E6",4,0.153
"E6",4.5,0.1788
"E6",5,0.2136
"E6",5.5,0.262
"E6",6,0.3266
"E6",6.5,0.3971
"E6",7,0.4668
"E6",7.5,0.5539
"E6",8,0.6451
"E6",8.5,0.7287
"E6",9,0.8133
"E6",9.5,0.8879
"E6",10,0.9593
"E6",10.5,1.0226
"E6",11,1.071
"E6",11.5,1.1012
"E6",12,1.1367
"E6",12.5,1.1633
"E6",13,1.1789
"E6",13.5,1.1883
"E6",14,1.2042
"E6",14.5,1.2059
"E6",15,1.2168
"E6",15.5,1.2235
"E6",16,1.2225
"E6",16.5,1.2243
"E6",17,1.2247
"E6",17.5,1.2301
"E6",18,1.2343
"E6",18.5,1.2303
"E6",19,1.2362
"E6",19.5,1.231
"E6",20,1.2329
"E6",20.5,1.2317
"E6",21,1.2345
"E6",21.5,1.2349
"E6",22,1.2332
"E6",22.5,1.2307
"E6",23,1.237
"E6",23.5,1.2303
"E6",24,1.2337
"E7",0,0.0607
"E7",0.5,0.0661
"E7",1,0.061
"E7",1.5,0.075
"E7",2,0.0836
"E7",2.5,0.0923
"E7",3,0.1009
"E7",3.5,0.1219
"E7",4,0.1395
"E7",4.5,0.1732
"E7",5,0.2101
"E7",5.5,0.2599
"E7",6,0.3215
"E7",6.5,0.3819
"E7",7,0.4544
"E7",7.5,0.5399
"E7",8,0.6247
"E7",8.5,0.7084
"E7",9,0.7872
"E7",9.5,0.8656
"E7",10,0.9319
"E7",10.5,0.9868
"E7",11,1.0382
"E7",11.5,1.0768
"E7",12,1.0966
"E7",12.5,1.1239
"E7",13,1.1368
"E7",13.5,1.1524
"E7",14,1.163
"E7",14.5,1.1716
"E7",15,1.1831
"E7",15.5,1.1797
"E7",16,1.187
"E7",16.5,1.1902
"E7",17,1.1903
"E7",17.5,1.1926
"E7",18,1.19
"E7",18.5,1.1913
"E7",19,1.1912
"E7",19.5,1.187
"E7",20,1.1958
"E7",20.5,1.1929
"E7",21,1.1938
"E7",21.5,1.1964
"E7",22,1.1947
"E7",22.5,1.1942
"E7",23,1.193
"E7",23.5,1.1995
"E7",24,1.1951
"E8",0,0.0627
"E8",0.5,0.0662
"E8",1,0.0663
"E8",1.5,0.0774
"E8",2,0.0821
"E8",2.5,0.0906
"E8",3,0.1047
"E8",3.5,0.1262
"E8",4,0.1561
"E8",4.5,0.1834
"E8",5,0.2204
"E8",5.5,0.2688
"E8",6,0.3263
"E8",6.5,0.3923
"E8",7,0.4781
"E8",7.5,0.558
"E8",8,0.6574
"E8",8.5,0.7422
"E8",9,0.8287
"E8",9.5,0.907
"E8",10,0.9797
"E8",10.5,1.0374
"E8",11,1.0842
"E8",11.5,1.1284
"E8",12,1.1585
"E8",12.5,1.1802
"E8",13,1.1953
"E8",13.5,1.2166
"E8",14,1.2259
"E8",14.5,1.2307
"E8",15,1.2386
"E8",15.5,1.2383
"E8",16,1.2484
"E8",16.5,1.2429
"E8",17,1.2525
"E8",17.5,1.2513
"E8",18,1.2538
"E8",18.5,1.251
"E8",19,1.2553
"E8",19.5,1.2572
"E8",20,1.2537
"E8",20.5,1.2536
"E8",21,1.2553
"E8",21.5,1.2534
"E8",22,1.254
"E8",22.5,1.2615
"E8",23,1.2546
"E8",23.5,1.2519
"E8",24,1.2488
"E9",0,0.0577
"E9",0.5,0.0644
"E9",1,0.064
"E9",1.5,0.0788
"E9",2,0.073
"E9",2.5,0.0959
"E9",3,0.1035
"E9",3.5,0.1274
"E9",4,0.1429
"E9",4.5,0.1767
"E9",5,0.2166
"E9",5.5,0.2604
"E9",6,0.3192
"E9",6.5,0.3897
"E9",7,0.4663
"E9",7.5,0.5443
"E9",8,0.632
"E9",8.5,0.7228
"E9",9,0.8097
"E9",9.5,0.8841
"E9",10,0.9447
"E9",10.5,1.0045
"E9",11,1.0486
"E9",11.5,1.0948
"E9",12,1.1202
"E9",12.5,1.1464
"E9",13,1.1664
"E9",13.5,1.1781
"E9",14,1.1864
"E9",14.5,1.1972
"E9",15,1.1988
"E9",15.5,1.2144
"E9",16,1.203
"E9",16.5,1.2196
"E9",17,1.2165
"E9",17.5,1.2144
"E9",18,1.218
"E9",18.5,1.2178
"E9",19,1.2253
"E9",19.5,1.2255
"E9",20,1.2215
"E9",20.5,1.2186
"E9",21,1.2201
"E9",21.5,1.2174
"E9",22,1.217
"E9",22.5,1.219
"E9",23,1.2245
"E9",23.5,1.2185
"E9",24,1.2208
"E10",0,0.0569
"E10",0.5,0.0608
"E10",1,0.0691
"E10",1.5,0.0758
"E10",2,0.083
"E10",2.5,0.0942
"E10",3,0.1081
"E10",3.5,0.132
"E10",4,0.1565
"E10",4.5,0.1808
"E10",5,0.223
"E10",5.5,0.2788
"E10",6,0.3358
"E10",6.5,0.4074
"E10",7,0.493
"E10",7.5,0.581
"E10",8,0.6746
"E10",8.5,0.7646
"E10",9,0.8535
"E10",9.5,0.9377
"E10",10,1.0094
"E10",10.5,1.0704
"E10",11,1.1186
"E10",11.5,1.1629
"E10",12,1.1946
"E10",12.5,1.2235
"E10",13,1.2375
"E10",13.5,1.2566
"E10",14,1.2622
"E10",14.5,1.2743
"E10",15,1.2766
"E10",15.5,1.2874
"E10",16,1.2894
"E10",16.5,1.2898
"E10",17,1.2922
"E10",17.5,1.2951
"E10",18,1.2967
"E10",18.5,1.2997
"E10",19,1.2953
"E10",19.5,1.2951
"E10",20,1.3059
"E10",20.5,1.2948
"E10",21,1.2987
"E10",21.5,1.301
"E10",22,1.2901
"E10",22.5,1.3018
"E10",23,1.3006
"E10",23.5,1.2967
"E10",24,1.2968
"E11",0,0.0662
"E11",0.5,0.0651
"E11",1,0.0629
"E11",1.5,0.072
"E11",2,0.0798
"E11",2.5,0.0895
"E11",3,0.1103
"E11",3.5,0.1334
"E11",4,0.146
"E11",4.5,0.1841
"E11",5,0.2179
"E11",5.5,0.2733
"E11",6,0.3299
"E11",6.5,0.3978
"E11",7,0.4796
"E11",7.5,0.57
"E11",8,0.6574
"E11",8.5,0.7424
"E11",9,0.8311
"E11",9.5,0.9044
"E11",10,0.9784
"E11",10.5,1.0391
"E11",11,1.0866
"E11",11.5,1.1229
"E11",12,1.1559
"E11",12.5,1.1786
"E11",13,1.2004
"E11",13.5,1.2125
"E11",14,1.2236
"E11",14.5,1.2305
"E11",15,1.2417
"E11",15.5,1.2441
"E11",16,1.2436
"E11",16.5,1.2498
"E11",17,1.2493
"E11",17.5,1.2526
"E11",18,1.2589
"E11",18.5,1.251
"E11",19,1.2553
"E11",19.5,1.2508
"E11",20,1.2573
"E11",20.5,1.2513
"E11",21,1.2507
"E11",21.5,1.2576
"E11",22,1.2538
"E11",22.5,1.2502
"E11",23,1.2522
"E11",23.5,1.2594
"E11",24,1.2568
"E12",0,0.0498
"E12",0.5,0.058
"E12",1,0.0588
"E12",1.5,0.059
"E12",2,0.0666
"E12",2.5,0.081
"E12",3,0.0888
"E12",3.5,0.1077
"E12",4,0.1266
"E12",4.5,0.1542
"E12",5,0.1888
"E12",5.5,0.2327
"E12",6,0.2807
"E12",6.5,0.34
"E12",7,0.409
"E12",7.5,0.4804
"E12",8,0.5569
"E12",8.5,0.6331
"E12",9,0.7057
"E12",9.5,0.7779
"E12",10,0.8308
"E12",10.5,0.8816
"E12",11,0.9199
"E12",11.5,0.9551
"E12",12,0.9836
"E12",12.5,1.008
"E12",13,1.0214
"E12",13.5,1.034
"E12",14,1.0426
"E12",14.5,1.0484
"E12",15,1.0554
"E12",15.5,1.0593
"E12",16,1.0653
"E12",16.5,1.0662
"E12",17,1.0669
"E12",17.5,1.066
"E12",18,1.0645
"E12",18.5,1.0704
"E12",19,1.0661
"E12",19.5,1.0678
"E12",20,1.0699
"E12",20.5,1.0741
"E12",21,1.0739
"E12",21.5,1.0693
"E12",22,1.0746
"E12",22.5,1.0769
"E12",23,1.0702
"E12",23.5,1.0713
"E12",24,1.071
"F1",0,0.0505
"F1",0.5,0.0549
"F1",1,0.0593
"F1",1.5,0.0668
"F1",2,0.073
"F1",2.5,0.08
"F1",3,0.0894
"F1",3.5,0.1089
"F1",4,0.1324
"F1",4.5,0.1612
"F1",5,0.1943
"F1",5.5,0.2316
"F1",6,0.2877
"F1",6.5,0.3454
"F1",7,0.4162
"F1",7.5,0.49
"F1",8,0.5759
"F1",8.5,0.6498
"F1",9,0.7304
"F1",9.5,0.7903
"F1",10,0.8536
"F1",10.5,0.9096
"F1",11,0.9491
"F1",11.5,0.9902
"F1",12,1.0109
"F1",12.5,1.0284
"F1",13,1.0501
"F1",13.5,1.0619
"F1",14,1.0721
"F1",14.5,1.0775
"F1",15,1.0832
"F1",15.5,1.0869
"F1",16,1.0909
"F1",16.5,1.0912
"F1",17,1.0986
"F1",17.5,1.0948
"F1",18,1.1012
"F1",18.5,1.0949
"F1",19,1.1013
"F1",19.5,1.0979
"F1",20,1.1001
"F1",20.5,1.1019
"F1",21,1.0978
"F1",21.5,1.1008
"F1",22,1.1002
"F1",22.5,1.0975
"F1",23,1.1019
"F1",23.5,1.0946
"F1",24,1.1044
"F2",0,0.0581
"F2",0.5,0.067
"F2",1,0.0684
"F2",1.5,0.0699
"F2",2,0.0789
"F2",2.5,0.0934
"F2",3,0.1155
"F2",3.5,0.1278
"F2",4,0.1511
"F2",4.5,0.1855
"F2",5,0.2242
"F2",5.5,0.2797
"F2",6,0.3364
"F2",6.5,0.4066
"F2",7,0.4904
"F2",7.5,0.5786
"F2",8,0.6733
"F2",8.5,0.7677
"F2",9,0.855
"F2",9.5,0.9379
"F2",10,1.0053
"F2",10.5,1.0661
"F2",11,1.1186
"F2",11.5,1.1605
"F2",12,1.191
"F2",12.5,1.2166
"F2",13,1.2391
"F2",13.5,1.254
"F2",14,1.2652
"F2",14.5,1.2724
"F2",15,1.2811
"F2",15.5,1.2843
"F2",16,1.2851
"F2",16.5,1.2924
"F2",17,1.2894
"F2",17.5,1.2928
"F2",18,1.2926
"F2",18.5,1.2897
"F2",19,1.2953
"F2",19.5,1.2902
"F2",20,1.2988
"F2",20.5,1.2969
"F2",21,1.2965
"F2",21.5,1.2951
"F2",22,1.2937
"F2",22.5,1.2997
"F2",23,1.296
"F2",23.5,1.3013
"F2",24,1.297
"F3",0,0.0605
"F3",0.5,0.0649
"F3",1,0.0681
"F3",1.5,0.0755
"F3",2,0.0832
"F3",2.5,0.0975
"F3",3,0.1118
"F3",3.5,0.1291
"F3",4,0.1585
"F3",4.5,0.1877
"F3",5,0.2301
"F3",5.5,0.2801
"F3",6,0.3393
"F3",6.5,0.4157
"F3",7,0.4901
"F3",7.5,0.5823
"F3",8,0.6807
"F3",8.5,0.7761
"F3",9,0.8575
"F3",9.5,0.9476
"F3",10,1.0125
"F3",10.5,1.0764
"F3",11,1.1252
"F3",11.5,1.1699
"F3",12,1.2031
"F3",12.5,1.2296
"F3",13,1.2467
"F3",13.5,1.2628
"F3",14,1.2751
"F3",14.5,1.2797
"F3",15,1.2869
"F3",15.5,1.2979
"F3",16,1.2885
"F3",16.5,1.3028
"F3",17,1.3051
"F3",17.5,1.3075
"F3",18,1.3033
"F3",18.5,1.3078
"F3",19,1.3065
"F3",19.5,1.3044
"F3",20,1.3083
"F3",20.5,1.308
"F3",21,1.3059
"F3",21.5,1.3058
"F3",22,1.3065
"F3",22.5,1.3089
"F3",23,1.3073
"F3",23.5,1.3034
"F3",24,1.3084
"F4",0,0.0608
"F4",0.5,0.0676
"F4",1,0.0729
"F4",1.5,0.0699
"F4",2,0.0807
"F4",2.5,0.0895
"F4",3,0.1065
"F4",3.5,0.1285
"F4",4,0.1479
"F4",4.5,0.1803
"F4",5,0.2264
"F4",5.5,0.2638
"F4",6,0.3237
"F4",6.5,0.3883
"F4",7,0.4646
"F4",7.5,0.5501
"F4",8,0.6462
"F4",8.5,0.7266
"F4",9,0.8175
"F4",9.5,0.8927
"F4",10,0.9599
"F4",10.5,1.017
"F4",11,1.0653
"F4",11.5,1.1058
"F4",12,1.1357
"F4",12.5,1.1546
"F4",13,1.1769
"F4",13.5,1.1934
"F4",14,1.2016
"F4",14.5,1.2102
"F4",15,1.2143
"F4",15.5,1.2244
"F4",16,1.2176
"F4",16.5,1.2236
"F4",17,1.2319
"F4",17.5,1.2261
"F4",18,1.2325
"F4",18.5,1.2363
"F4",19,1.2287
"F4",19.5,1.2324
"F4",20,1.2365
"F4",20.5,1.2326
"F4",21,1.2347
"F4",21.5,1.2259
"F4",22,1.2392
"F4",22.5,1.2273
"F4",23,1.2317
"F4",23.5,1.2291
"F4",24,1.2347
"F5",0,0.0592
"F5",0.5,0.0586
"F5",1,0.0711
"F5",1.5,0.0727
"F5",2,0.0836
"F5",2.5,0.0916
"F5",3,0.1052
"F5",3.5,0.1298
"F5",4,0.1509
"F5",4.5,0.1843
"F5",5,0.2289
"F5",5.5,0.2696
"F5",6,0.3356
"F5",6.5,0.4148
"F5",7,0.4915
"F5",7.5,0.5752
"F5",8,0.6729
"F5",8.5,0.7659
"F5",9,0.8522
"F5",9.5,0.9338
"F5",10,1.0075
"F5",10.5,1.0713
"F5",11,1.1168
"F5",11.5,1.1623
"F5",12,1.1868
"F5",12.5,1.2236
"F5",13,1.2393
"F5",13.5,1.2499
"F5",14,1.2626
"F5",14.5,1.2676
"F5",15,1.2748
"F5",15.5,1.2833
"F5",16,1.2797
"F5",16.5,1.2905
"F5",17,1.293
"F5",17.5,1.2923
"F5",18,1.2906
"F5",18.5,1.2957
"F5",19,1.2937
"F5",19.5,1.3001
"F5",20,1.2966
"F5",20.5,1.3009
"F5",21,1.2937
"F5",21.5,1.2991
"F5",22,1.2987
"F5",22.5,1.2978
"F5",23,1.3012
"F5",23.5,1.2995
"F5",24,1.2993
"F6",0,0.0564
"F6",0.5,0.0619
"F6",1,0.0716
"F6",1.5,0.0747
"F6",2,0.0828
"F6",2.5,0.0896
"F6",3,0.1116
"F6",3.5,0.1288
"F6",4,0.1535
"F6",4.5,0.1837
"F6",5,0.2228
"F6",5.5,0.272
"F6",6,0.3384
"F6",6.5,0.408
"F6",7,0.4928
"F6",7.5,0.581
"F6",8,0.6774
"F6",8.5,0.7679
"F6",9,0.8585
"F6",9.5,0.9322
"F6",10,1.0113
"F6",10.5,1.0733
"F6",11,1.1241
"F6",11.5,1.1638
"F6",12,1.1906
"F6",12.5,1.2206
"F6",13,1.2335
"F6",13.5,1.2535
"F6",14,1.2671
"F6",14.5,1.2775
"F6",15,1.2825
"F6",15.5,1.2841
"F6",16,1.2907
"F6",16.5,1.2959
"F6",17,1.2922
"F6",17.5,1.2951
"F6",18,1.2975
"F6",18.5,1.2962
"F6",19,1.2971
"F6",19.5,1.3016
"F6",20,1.3023
"F6",20.5,1.2979
"F6",21,1.3031
"F6",21.5,1.295
"F6",22,1.2963
"F6",22.5,1.3
"F6",23,1.2992
"F6",23.5,1.3003
"F6",24,1.2986
"F7",0,0.0568
"F7",0.5,0.0607
"F7",1,0.0702
"F7",1.5,0.075
"F7",2,0.0845
"F7",2.5,0.0917
"F7",3,0.1041
"F7",3.5,0.1215
"F7",4,0.1408
"F7",4.5,0.176
"F7",5,0.2118
"F7",5.5,0.2582
"F7",6,0.3188
"F7",6.5,0.3854
"F7",7,0.464
"F7",7.5,0.5398
"F7",8,0.6236
"F7",8.5,0.7066
"F7",9,0.7909
"F7",9.5,0.8711
"F7",10,0.9313
"F7",10.5,0.9934
"F7",11,1.0342
"F7",11.5,1.0731
"F7",12,1.1097
"F7",12.5,1.1255
"F7",13,1.1389
"F7",13.5,1.1548
"F7",14,1.164
"F7",14.5,1.1752
"F7",15,1.179
"F7",15.5,1.1862
"F7",16,1.1932
"F7",16.5,1.1878
"F7",17,1.1895
"F7",17.5,1.1931
"F7",18,1.1975
"F7",18.5,1.1967
"F7",19,1.1964
"F7",19.5,1.2012
"F7",20,1.196
"F7",20.5,1.2026
"F7",21,1.1927
"F7",21.5,1.1982
"F7",22,1.2001
"F7",22.5,1.2009
"F7",23,1.1932
"F7",23.5,1.1957
"F7",24,1.1918
"F8",0,0.0493
"F8",0.5,0.0485
"F8",1,0.053
"F8",1.5,0.0512
"F8",2,0.0491
"F8",2.5,0.0541
"F8",3,0.0496
"F8",3.5,0.0539
"F8",4,0.052
"F8",4.5,0.052
"F8",5,0.0527
"F8",5.5,0.0481
"F8",6,0.0458
"F8",6.5,0.0524
"F8",7,0.0461
"F8",7.5,0.0473
"F8",8,0.0493
"F8",8.5,0.0517
"F8",9,0.0518
"F8",9.5,0.0445
"F8",10,0.0507
"F8",10.5,0.0447
"F8",11,0.0568
"F8",11.5,0.0472
"F8",12,0.0551
"F8",12.5,0.049
"F8",13,0.0519
"F8",13.5,0.0476
"F8",14,0.0503
"F8",14.5,0.0518
"F8",15,0.0546
"F8",15.5,0.0481
"F8",16,0.0453
"F8",16.5,0.0463
"F8",17,0.0504
"F8",17.5,0.0508
"F8",18,0.0492
"F8",18.5,0.0501
"F8",19,0.0491
"F8",19.5,0.0487
"F8",20,0.0567
"F8",20.5,0.0503
"F8",21,0.0537
"F8",21.5,0.0579
"F8",22,0.046
"F8",22.5,0.0496
"F8",23,0.05
"F8",23.5,0.0536
"F8",24,0.049
"F9",0,0.0611
"F9",0.5,0.0594
"F9",1,0.0694
"F9",1.5,0.078
"F9",2,0.0808
"F9",2.5,0.0943
"F9",3,0.1122
"F9",3.5,0.13
"F9",4,0.1505
"F9",4.5,0.1877
"F9",5,0.2219
"F9",5.5,0.2685
"F9",6,0.33
"F9",6.5,0.4033
"F9",7,0.4832
"F9",7.5,0.5705
"F9",8,0.6608
"F9",8.5,0.7483
"F9",9,0.8351
"F9",9.5,0.9131
"F9",10,0.9841
"F9",10.5,1.0484
"F9",11,1.0875
"F9",11.5,1.1368
"F9",12,1.1629
"F9",12.5,1.1874
"F9",13,1.21
"F9",13.5,1.2187
"F9",14,1.2349
"F9",14.5,1.2413
"F9",15,1.2474
"F9",15.5,1.25
"F9",16,1.2572
"F9",16.5,1.2601
"F9",17,1.2576
"F9",17.5,1.26
"F9",18,1.2641
"F9",18.5,1.2646
"F9",19,1.2578
"F9",19.5,1.264
"F9",20,1.2592
"F9",20.5,1.2666
"F9",21,1.2646
"F9",21.5,1.2634
"F9",22,1.2654
"F9",22.5,1.2634
"F9",23,1.2671
"F9",23.5,1.2664
"F9",24,1.2599
"F10",0,0.0634
"F10",0.5,0.0606
"F10",1,0.07
"F10",1.5,0.0777
"F10",2,0.0821
"F10",2.5,0.0957
"F10",3,0.1074
"F10",3.5,0.1251
"F10",4,0.1467
"F10",4.5,0.1833
"F10",5,0.2281
"F10",5.5,0.2777
"F10",6,0.3355
"F10",6.5,0.4102
"F10",7,0.4846
"F10",7.5,0.5831
"F10",8,0.6708
"F10",8.5,0.7659
"F10",9,0.8563
"F10",9.5,0.9339
"F10",10,1.0127
"F10",10.5,1.0704
"F10",11,1.1213
"F10",11.5,1.1633
"F10",12,1.196
"F10",12.5,1.22
"F10",13,1.2449
"F10",13.5,1.2507
"F10",14,1.2684
"F10",14.5,1.2681
"F10",15,1.2769
"F10",15.5,1.2818
"F10",16,1.284
"F10",16.5,1.2897
"F10",17,1.2932
"F10",17.5,1.2903
"F10",18,1.2949
"F10",18.5,1.2965
"F10",19,1.2955
"F10",19.5,1.2932
"F10",20,1.2927
"F10",20.5,1.2937
"F10",21,1.2979
"F10",21.5,1.3019
"F10",22,1.2948
"F10",22.5,1.3011
"F10",23,1.2936
"F10",23.5,1.2951
"F10",24,1.2966
"F11",0,0.0628
"F11",0.5,0.0651
"F11",1,0.0746
"F11",1.5,0.0794
"F11",2,0.0848
"F11",2.5,0.0859
"F11",3,0.1107
"F11",3.5,0.1251
"F11",4,0.1506
"F11",4.5,0.1766
"F11",5,0.2196
"F11",5.5,0.2705
"F11",6,0.3238
"F11",6.5,0.3897
"F11",7,0.4699
"F11",7.5,0.5535
"F11",8,0.6399
"F11",8.5,0.722
"F11",9,0.8132
"F11",9.5,0.889
"F11",10,0.9578
"F11",10.5,1.0165
"F11",11,1.0632
"F11",11.5,1.1035
"F11",12,1.1323
"F11",12.5,1.1577
"F11",13,1.1671
"F11",13.5,1.1907
"F11",14,1.1984
"F11",14.5,1.2102
"F11",15,1.205
"F11",15.5,1.2237
"F11",16,1.2205
"F11",16.5,1.2277
"F11",17,1.2261
"F11",17.5,1.2286
"F11",18,1.2306
"F11",18.5,1.2251
"F11",19,1.2304
"F11",19.5,1.2294
"F11",20,1.2266
"F11",20.5,1.2226
"F11",21,1.2312
"F11",21.5,1.2313
"F11",22,1.2305
"F11",22.5,1.2283
"F11",23,1.2294
"F11",23.5,1.2299
"F11",24,1.2313
"F12",0,0.0515
"F12",0.5,0.0576
"F12",1,0.0563
"F12",1.5,0.0656
"F12",2,0.0714
"F12",2.5,0.0785
"F12",3,0.0928
"F12",3.5,0.1085
"F12",4,0.1327
"F12",4.5,0.1596
"F12",5,0.1888
"F12",5.5,0.2408
"F12",6,0.2833
"F12",6.5,0.3518
"F12",7,0.4176
"F12",7.5,0.498
"F12",8,0.5755
"F12",8.5,0.6572
"F12",9,0.729
"F12",9.5,0.7927
"F12",10,0.8596
"F12",10.5,0.9127
"F12",11,0.9587
"F12",11.5,0.9874
"F12",12,1.0173
"F12",12.5,1.0383
"F12",13,1.0599
"F12",13.5,1.0645
"F12",14,1.0809
"F12",14.5,1.0883
"F12",15,1.0905
"F12",15.5,1.097
"F12",16,1.0991
"F12",16.5,1.0982
"F12",17,1.0999
"F12",17.5,1.0978
"F12",18,1.1079
"F12",18.5,1.1078
"F12",19,1.1083
"F12",19.5,1.1054
"F12",20,1.1042
"F12",20.5,1.1017
"F12",21,1.1046
"F12",21.5,1.1039
"F12",22,1.1028
"F12",22.5,1.1071
"F12",23,1.1052
"F12",23.5,1.1075
"F12",24,1.1044
"G1",0,0.0444
"G1",0.5,0.0542
"G1",1,0.0572
"G1",1.5,0.0637
"G1",2,0.0697
